ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),ILLEGAL DETENTION (Sec.342 IPC),0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),FALSE EVIDENCE (Sec.191 to 205 IPC),8,1,2,5
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,11,2,2,5
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,13,1,3,3
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),OF ABETMENT (Sec.107 to 120 IPC),3,1,1,0
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,8,0,1,1
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,83,8,27,32
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,7,1,3,1
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,9,0,1,2
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,4,0,0,2
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,18,40,5,3
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,21,112,5,4
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,2,4,0,0
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,0,0,0,0
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,2,1,1,0
A - IPC Crime,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Disturbed Area,3,2,1,1
A - IPC Crime,ARMS ACT 1961,Country Made - Non Prohibited Bore - In Other Area,25,5,11,6
A - IPC Crime,ARMS ACT 1962,Country Made - Prohibited Bore - In Disturbed Area,3,0,2,0
A - IPC Crime,ARMS ACT 1963,Country Made - Prohibited Bore - In Other Area,26,5,4,7
A - IPC Crime,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Disturbed Area,0,0,0,0
A - IPC Crime,ARMS ACT 1965,Factory Made - Non Prohibited Bore - In Other Area,10,4,2,4
A - IPC Crime,ARMS ACT 1966,Factory Made - Prohibited Bore - In Disturbed Area,2,0,0,0
A - IPC Crime,ARMS ACT 1967,Factory Made - Prohibited Bore - In Other Area,2,2,0,1
A - IPC Crime,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,65,0,26,21
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,1,0,1,0
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,0,0,0,0
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,78,16,15,16
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,3,1,0,1
A - IPC Crime,CINEMATOGRAPHY ACT 1953,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1954,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,12,2,3,5
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,3,0,2,0
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,235,21,68,45
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,8,0,3,2
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,1,0,1,0
A - IPC Crime,COPY RIGHT ACT 1958,By Company,37,6,12,9
A - IPC Crime,COPY RIGHT ACT 1959,By Individual,27,3,8,5
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,1,0,0,0
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,507,78,121,119
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,109,22,33,27
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,164,26,53,38
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,51,2,15,11
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,33,1,8,9
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,80,13,18,15
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,23,10,5,3
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,2,0,0,0
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1996,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives Substances Act 1908,7,5,0,2
A - IPC Crime,Explosives,Explosives Act 1884,4,7,1,0
A - IPC Crime,Explosives,Inflammable Substance Act 1952,1,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,12,1,3,0
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,4,0,0,0
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,3,1,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,54,8,20,7
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,43,11,8,8
A - IPC Crime,BONDED LABOUR SYSTEM,BONDED LABOUR SYSTEM,5,0,0,2
A - IPC Crime,INDIAN MOTOR VEHICLE,INDIAN MOTOR VEHICLE,5,0,2,0
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,1034,136,281,166
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,700,94,174,146
A - IPC Crime,PASSPORT ACT,Foreigner,3,0,1,2
A - IPC Crime,PASSPORT ACT,Indian,10,3,2,3
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Assembly,0,6,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Parliament,0,3,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1991,Other Elected Bodies,1,3,0,0
A - IPC Crime,KARNATAKA POLICE ACT 1964,Gambling - Matka (78 Class C),1840,504,592,431
A - IPC Crime,KARNATAKA POLICE ACT 1965,Street Gambling (87),2196,979,498,781
A - IPC Crime,KARNATAKA POLICE ACT 1966,House Gambling (79 & 80),62,22,16,11
A - IPC Crime,KARNATAKA POLICE ACT 1967,Betting ,327,136,33,272
A - IPC Crime,KARNATAKA POLICE ACT 1968,Others ,142,29,37,36
A - IPC Crime,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,74,96,23,18
A - IPC Crime,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980","POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",2,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,30,0,0
A - IPC Crime,PREVENTION OF TERRORISM ACT (POTA),PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
A - IPC Crime,RAILWAYS ACT,Indian Railways Act 1989,3,2,1,0
A - IPC Crime,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
A - IPC Crime,UNLAWFUL ACTIVITIES (Prevention) Act 1967,UNLAWFUL ACTIVITIES (Prevention) Act 1967,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Dowry Prohibition,676,140,177,170
A - IPC Crime,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,1,0,0,0
A - IPC Crime,INDIAN LUNACY ACT,INDIAN LUNACY ACT,0,0,0,0
A - IPC Crime,INDIAN ELECTRICITY ACT,INDIAN ELECTRICITY ACT,6,2,0,2
A - IPC Crime,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS","COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",51,18,14,11
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,33,113,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",1,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,61,458,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,110,35,32,26
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,57,1,6,17
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,2779,639,832,602
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,19,4,5,5
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,3,1,1,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,1,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1,2,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,21,7,3,3
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,1,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,27,10,7,10
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,1,1,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,3,0,3,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,2,0,0,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,2,0,1,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,18,2,2,7
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,1,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,21,4,7,7
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,4,1,2,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,2,0,2,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,1,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,71,33,22,11
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,10,1,0,4
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Other Local Acts,57,106,17,12
A - IPC Crime,CYBER CRIME,"Information Technology Act 2000, 2009",3766,412,1045,997
A - IPC Crime,NATIONAL SECURITY ACT,NATIONAL SECURITY ACT,0,0,0,0
A - IPC Crime,POCSO,Custodial Rape,1,0,0,1
A - IPC Crime,POCSO,Gang Rape,6,0,0,3
A - IPC Crime,POCSO,Rape with Murder,1,0,0,0
A - IPC Crime,POCSO,Rape,649,173,175,145
A - IPC Crime,POCSO,Others ,276,46,73,62
A - IPC Crime,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
A - IPC Crime,Rape (Sec. 376 IPC),1.2  Gang Rape,4,0,3,0
A - IPC Crime,Rape (Sec. 376 IPC),1.3  other Cases of Rape,188,48,56,53
A - IPC Crime,Outraging modesty (Molestation) (sec.354 IPC),Outraging modesty (Molestation) (sec.354 IPC),2004,401,531,537
A - IPC Crime,Kidnapping & Abduction of Women: (Sec.366 IPC),Kidnapping & Abduction of Women: (Sec.366 IPC),,14,14,12
A - IPC Crime,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),26,4,7,3
A - IPC Crime,Murder for Dowry - by burning (Sec.302 IPC),Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
A - IPC Crime,"Murder for Dowry - by other means
(Sec.302 IPC)","Murder for Dowry - by other means
(Sec.302 IPC)",4,1,1,2
A - IPC Crime,Murder for other reasons,Murder for other reasons,147,36,42,35
A - IPC Crime,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),Attempt to Commit Murder for dowry by burning (Sec.307 IPC),1,0,0,0
A - IPC Crime,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),Attempt to Commit Murder for dowry by other means (Sec.307 IPC),9,3,4,0
A - IPC Crime,Attempt to Commit murder for other reasons,Attempt to Commit murder for other reasons,285,68,78,71
A - IPC Crime,"Dowry Death-by burning
(Sec.304-B IPC)","Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
A - IPC Crime,Dowry Death-by other Means (Sec.304(B) IPC),Dowry Death-by other Means (Sec.304(B) IPC),46,9,10,9
A - IPC Crime,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),995,179,297,274
A - IPC Crime,Abetment of Suicide (Sec.306 IPC),Abetment of Suicide (Sec.306 IPC),51,14,10,9
A - IPC Crime,Immoral Traffic (prevention) Act.,Immoral Traffic (prevention) Act.,97,19,28,15
A - IPC Crime,Indecent Representation of Women(Prohibition) Act-1986,Indecent Representation of Women(Prohibition) Act-1986,1,0,0,0
A - IPC Crime,Pornography,Pornography,0,0,0,0
A - IPC Crime,Offences against Public Servants (Sec.182-188-333-353 IPC),Offences against Public Servants (Sec.182-188-333-353 IPC),37,14,11,8
A - IPC Crime,Offences related to Marriage,Offences related to Marriage,11,1,2,5
A - IPC Crime,Cyber Crimes,Cyber Crimes,1046,92,258,316
A - IPC Crime,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)","Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",0,0,0,0
A - IPC Crime,Rape on Minor,Rape on Minor,0,0,0,0
A - IPC Crime,Exposure & abandonment (Sec. 317 IPC),Exposure & abandonment (Sec. 317 IPC),24,3,5,8
A - IPC Crime,Kidnapping & Abduction of Children,Kidnapping & Abduction of Children,1107,187,301,312
A - IPC Crime,For Ransom - of Children,For Ransom - of Children,3,1,0,2
A - IPC Crime,of Children - for begging,of Children - for begging,0,0,0,0
A - IPC Crime,of Girls - Immoral Purpose,of Girls - Immoral Purpose,0,0,0,0
A - IPC Crime,With intent to Steal from Child,With intent to Steal from Child,0,0,0,0
A - IPC Crime,Lawful Guardianship,Lawful Guardianship,1,0,0,0
A - IPC Crime,Procuration of Minor Girls - For Prostitution,Procuration of Minor Girls - For Prostitution,0,0,0,0
A - IPC Crime,Procuration of Minor Girls - Importing of Girl,Procuration of Minor Girls - Importing of Girl,1,0,0,1
A - IPC Crime,Procuration of Minor Girls - For Other Purposes,Procuration of Minor Girls - For Other Purposes,5,1,1,2
A - IPC Crime,Selling of girls for Prostitution (Sec.372 IPC),Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
A - IPC Crime,The Prohibition of Child Marriage Act - 2006,The Prohibition of Child Marriage Act - 2006,80,13,18,15
A - IPC Crime,POCSO Act,POCSO Act,933,219,248,211
A - IPC Crime,Death of Children due to miscarriage,Death of Children due to miscarriage,5,0,1,0
A - IPC Crime,Juvenile Justice Act,Juvenile Justice Act,23,10,5,3
A - IPC Crime,Child Labour (Pro.& Reg.) Act,Child Labour (Pro.& Reg.) Act,33,1,8,9
A - IPC Crime,Probation of Offenders Act,Probation of Offenders Act,2,0,0,0
A - IPC Crime,Murder,Murder,27,9,4,5
A - IPC Crime,Rape,Rape,77,25,17,15
A - IPC Crime,Kidnapping,Kidnapping,12,3,2,5
A - IPC Crime,Offences under the Protection of Civil Rights Act.,Offences under the Protection of Civil Rights Act.,1,0,0,0
A - IPC Crime,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),714,91,199,170
